,title,50 G,100 G,150 G,200 G,250 G,300 G,400 G,500 G,600 G,800 G,1 Kg,weight,image,features,nutrients
136,RAW UNROASTED WHITE QUINOA SEEDS - With High Fibre and Protein.,,,,,Rs. 454,,,Rs. 907,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Rawwhitequinoa_1_x360.jpg?v=1626262855," Referred to it as the mother of all grains. Can be used and consumed instead of  other grain in place of rice, semolina, wheat.  When cooked, quinoa is soft and fluffy, with a slightly nutty taste. It can also be made into flour for making various foods like pasta and bread.","White Quinoa contain copper, iron, zinc, magnesium, phosphorus, folate. Contains ant-oxidants, improves metabolism, reduces cholesterol"
137,RAW MUSKMELON SEEDS without shell,,,,,Rs. 649,,,Rs. 1167,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/RawMuskMelon_1_x360.jpg?v=1626262033,"Extracted directly from organically grown Musk Melon Seeds and packed ensuring  hygiene measures. Add them to salads, or as a topping for bread and grain products, crackers, sushi, cakes, soups, breading for fish,  and a wide variety of food preperations. An excellent plant-based protein.","Muskmelon Seeds contains vitamins A & C,  beta carotene, phosphorus. Reduces blood pressure, increases eye sight, improves heart, skin  & gut health. "
138,Raw Unroasted Red Quinoa Seeds,,,,,Rs. 389,,,Rs. 777,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/Rawred_1024x1024@2x.jpg?v=1626262317,"A healthy gluten free option to wheat. Use in breads, toppings, sweets, salads. ","Red Quinoa Seeds contain protein, fiber, protein, folate, and magnesium, iron, amino acids.  helps with muscle development, reducing constipation, lowering cholesterol, blood pressure, coronary disease."
139,Combo Pack of Kerala Raw Banana  Chips + Ripe Banana Chips,,,,,Rs. 777,,Rs. 1037,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/799a_1024x1024@2x.jpg?v=1599735625,"Made from organically grown bananas, pesticide, preservative, and chemical free.  A healthy and tasty snack option. ","Banana Chips  provides magnesium, vitamin A, iron, phosphorus . Benefits  eyes, may prevent high blood pressure, boosts energy.
"
140,Fried Cashew Nut,,,,,Rs. 714,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/cashew-nuts-white_3_x360.jpg?v=1622538649,"No preservatives, additives or even nitrogen used in processing our cashews.
Sourced from organic cashew farms of Northern Kerala and processed in a traditional way.
Healthy snack owing to its rich mineral and low fat content. Enhances the flavour of foods and beverages.","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
141,Premium Non-Roasted Cashew from Kerala,,,,,Rs. 649,,,Rs. 1169,,,Rs. 2337,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/UnRoastedCashew_1_x360.jpg?v=1629218693,"Organically grown, without the use of pesticides.  A healthy vegan snack, milk substitute, cooking ingredients in sauces and sweets.

","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
142,Premium Quality Kerala Cashew (Salted & Red Chilli Roasted),,,,,Rs. 649,,,Rs. 1169,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/ChilliCashew_1_x360.jpg?v=1625928005,"Premium Quality, processed from the organically grown cashews in Kerala
Healthy vegan snack.","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
143,Roasted & Salted Cashew Nuts From Kerala,,,,,Rs. 714,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Capture_6dc4d9f5-c9eb-4399-aaea-a1d4d1045dc5_x360.png?v=1622550078,"Premium Quality, processed from the organically grown cashews in Kerala
Healthy vegan snack.","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
144,Premium Quality Cashew (W 210) from Kerala - (Salted & Roasted) - 500 g,,,,,,,,Rs. 1169,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/RoastedCashew_1_x360.jpg?v=1625928244,"Premium Quality (W 210) large sized cashews, from Kerala, organically grown. Tastier cashew nut compared to other varieties.
Healthy vegan snack and vegan substitute for milk. Use in desserts, sweets, food preparations, sauces.","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
145,Gift Pack of Kerala Cashews - (250 gm Each) - Unroasted +Salted and Roasted + Roasted & Chilly + Roasted & Pepper,,,,,,,,,,,,4 x 250 G : Rs. 3115,//cdn.shopify.com/s/files/1/0450/4161/5010/products/01_ca87f541-cf18-48a4-95da-54742e392e24_x360.jpg?v=1629433126,"Premium Quality organically grown cashews form Kerala.
Packed in premium quality eco friendly tins. 
","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
146,Special Gift Pack of Kerala Cashews - (500 gm Unroasted  + 500 gm Roasted & Salted),,,,,,,,,,,,2 x 500 G : Rs. 2337,//cdn.shopify.com/s/files/1/0450/4161/5010/products/03_x360.jpg?v=1629350471,"Perfect gift hamper of Gourmet high-quality exotic Kerala Cashews.
Premium quality crunchy, delicious, nutritious, tasty and crispy. Cashews have a nutty flavour, creamy texture.
100% organically produced, vegan, gluten-free, GMO-free, with no preservatives or additives, and only natural and plant-based ingredients","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
147,Special Gift Pack of Kerala Cashews (250 gm Unroasted + 250 gm Roasted & Salted + 250 gm Fried Cashew),,,,,,,,,,,,3 x 250 G : Rs.  2336,//cdn.shopify.com/s/files/1/0450/4161/5010/products/02_481fa03f-87de-4338-b9aa-831bf1a52ad4_x360.jpg?v=1629350716,"Gift Pack of Kerala Cashews of a mix of flavours, containing crispy, absolutely fresh and delicious nuts.","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
148,"Gift Pack of Kerala Cashews - (500 gm Each) - Unroasted, Salted and Roasted, Roasted & Chilly and Roasted & Pepper",,,,,,,,,,,,4 x 500 G : Rs. 4676,//cdn.shopify.com/s/files/1/0450/4161/5010/products/01_888f28d9-7374-4b17-97e9-c50ec50923eb_x360.jpg?v=1629433029,"Specially packed premium quality, for gifting purpose
100% Pure & Natural Kerala grown cashews","Cashews contain magnesium, manganese, phosphorus, zinc, vitamins B6 & K, copper, selenium, zinc.  Helps reduce LDL cholesterol, in weight loss, gut health, improve skin, eye & nerve health."
149,Premium Dried Kashmir  Apricot,,,,,Rs. 714,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/KashmiriApricot_1_x360.jpg?v=1625848184,"Premium, handpicked, Vegan, Gluten and pesticide free, handpicked from Kashmir. 
Use as a snack, in sweets, desserts, juices, salads, in cakes.
","Kashmir apricots contain vitamins A  & C, K, A- Carotenoids, copper, dietary fiber, and potassium. Helps treat indigestion, constipation, earaches, fevers, skin diseases, anaemia.Â "
150,Premium Seedless Green Raisins from Kashmir,,,,,Rs. 649,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Greenraisins_1_x360.jpg?v=1625848044,"Premium quality, handpicked,  vegan & gluten free. Organically grown and hygienically processed. 
Use as a healthy snack, in sweets, puddings, cakes, salads, stews.","Green Raisins contain iron, antioxidants, potassium, Vitamins a, E, K. Help with iron deficiency, anemia, osteoporosis, lowers cholesterol, improves bone health, aids digestion digestion."
151,Premium Seedless Black Raisins from Kashmir,,,,,Rs. 649,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/BlackRaisins_1_x360.jpg?v=1625847295,"Premium quality, eco-friendly tin packaging to ensure the product is fresh. Use as a healthy snack, in sweets, puddings, cakes, salads, pies, bakes.","Black Raisins  contains potassium, Vitamin C, phytonutrients, polyphenols, and flavonoids.  Helps eliminate impurities from blood, reduce blood pressure, hair loss, keep anemia at bay"
152,Premium Dried Figs from Kashmir,,,,,Rs. 1039,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Fig_1_x360.jpg?v=1640773881,"Premium Handpicked/ Raw Vegan/ Gluten Free
Eco-friendly Tin packaging to ensure the product is protected and fresh.
Use as a snack, in puddings, stews, pies, cakes, bakes, juice. ","Kashmir Figs contain dietary fiber, antioxidants, Vitamin A, E & K,  calcium, magnesium, iron, copper, zinc.  Aids digestion, weight loss, reducing blood pressure & blood sugar, improves  heart & reproductive health.

"
153,Premium Walnut Kernels,,,,,Rs. 1169,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/WalnutKernels_1_x360.jpg?v=1625848568,"Premium quality organic, handpicked, vegan & gluten Free, sourced form Kashmir.
Use in bakes, pies, salads, as snacks, to make pesto, sweets, garnish foods
","Kashmir Walnuts contain phytosterols, calcium, iron, magnesium, Vitamins E,C,B-12, carotenoids. Help reduce  cholesterol, weight loss, type 2 diabetes."
154,Premium Roasted & Salted Pistachios,,,,,Rs. 1039,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Pistachios_1_x360.jpg?v=1625848373,"Premium quality , organic, handpicked, vegan, gluten & pesticide free
Eco-friendly Tin packaging to ensure the product is protected and fresh.
Use as a snack, garnish, topping, in sweet dishes, cakes, baked products. ","Pistachios contain protein, fibre, vitamin E, vitamin K, vitamin B6, thiamin, folate. Anti-inflammatory, antioxidant.  Aids gut health and eyesight, lower blood sugar, cholesterol."
155,Premium Whole  Premium Quality  Almonds,,,,,Rs. 909,,,Rs. 1817,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/Almonds_1_x360.jpg?v=1625846288,"Whole almonds sourced from Kashmir. Handpicked & packed in eco-friendly tins to ensure freshness. 
Healthy alternative to make  gluten free milk. Use as a snack, to make sweets, for garnishing salads, sweets, food, rice dishes, to make sweets and add  bakes and cakes.","Almonds contain calcium, magnesium, manganese, copper, vitamin K, protein, and zinc. Help lower blood sugar levels, reduced blood pressure and lower cholesterol levels. "
156,"Gift Combo Pack of Premium Quality 4  Dry Fruits- Kerala Cashews, Premium Quality  Almonds(Mamra) , Walnuts Kernels, Roasted & Salted Pistachios - (250 gm Each)",,,,,,,,,,,,4 x 250 G : Rs. 3831,//cdn.shopify.com/s/files/1/0450/4161/5010/products/08_x360.jpg?v=1630947426,"Perfect Premium gift hamper of Dry fruits, loaded with the goodness of antioxidants, minerals and vitamins.
100% organically produced, handpicked, vegan, gluten-free, GMO-free, with no preservatives or additives, and only natural and plant-based ingredients.","Dry Fruits contains Vitamin E, anti-oxidants, magnesium. Improves metabolic, cardiovascular health, lowers cholesterol, boosts energy."
157,"Gift Combo Pack of Premium Quality  3 Dry Fruits - Cashews, Premium Quality Almonds(Mamra) and Walnuts Kernels - 250 gm Each",,,,,,,,,,,,3 x 250G : Rs. 2791      3 x 500 G : Rs 5326,//cdn.shopify.com/s/files/1/0450/4161/5010/products/05_acb43188-6176-440f-b39c-20c0106819f0_x360.jpg?v=1630947511,"Premium gift pack of gourmet high-quality dry fruits combo loaded with the goodness of antioxidants, minerals and vitamins.
100% organically produced, handpicked, vegan, gluten-free, GMO-free, with no preservatives or additives, and only natural and plant-based ingredients.","Dry Fruits contains Vitamin E, anti-oxidants, magnesium. Improves metabolic, cardiovascular health, lowers cholesterol, boosts energy."
158,"Gift Combo Pack of Premium Quality 3 Dry Fruits- Cashews,  Premium Quality Almonds(Mamra)  and Green Raisins - 250 gm Each",,,,,,,,,,,,3 x 250 G : Rs. 2271,//cdn.shopify.com/s/files/1/0450/4161/5010/products/06_x360.jpg?v=1630947600,"Premium gift pack of gourmet high-quality dry fruits . 100% organically produced, handpicked, vegan, gluten-free, GMO-free, with no preservatives or additives, and only natural and plant-based ingredients.
Perfect gift hamper for your friends, family, coworkers, clients, or anyone else you love & care about!","Dry Fruits contains Vitamin E, anit-oxidants, magnesium. Improves metabolic, cardiovascular health, lowers cholesterol, boosts energy."
159,"Gift Combo Pack of Premium Quality 3 Dry Fruits - Cashews, Premium Quality Almonds (Mamra) & Salted Pistachios - 500 gm each",,,,,,,,,,,,3 x 500 G : Rs 5322,//cdn.shopify.com/s/files/1/0450/4161/5010/products/09_x360.jpg?v=1630947864,"Premium gift box of Dry fruits - Delicious and nutritious surprise for your loved ones that is both tasty and crispy, and are loaded with the goodness of antioxidants, minerals and vitamins.
100% organically produced, handpicked, vegan, gluten-free, GMO-free, with no preservatives or additives, and only natural and plant-based ingredients.","Dry Fruits contains Vitamin E, anti-oxidants, magnesium. Improves metabolic, cardiovascular health, lowers cholesterol, boosts energy."
160,"Raw (Green) Jack Fruit Seed Flour / Powder  (Gluten free, Low-Glycemic, Paleo & Vegan)",,,,,Rs. 519,,,Rs. 1037,,,Rs. 2079,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/FreeTinCanMockupjackfruitcopys_x360.jpg?v=1625072250,"Plant based, single-ingredient natural fruit powder. Nutrient filled and easy replacement for wheat flour/rice flour. Ethically sourced from women owned cooperatives of Kerala.
Naturally Gluten free, made from Non-GMO fruit, low-glycemic, paleo and vegan. Add to  flours, breads, pancakes, puddings, as a health way to lower glycemic index. 
","Jackfruit Seed Flour contains dietary fibre, Vitamin B-complex, lower the risk of heart disease, prevent constipation and promote weight, lowers blood sugar, promotes gut health. "
161,Jackfruit Seed Powder,,,,,Rs. 454,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/FreeTinCanMockupjackfruitseedcopy_x360.jpg?v=1625395045,"Ethically sourced Jack fruit seed powder made from non-hybrid seeds. Can be added to breads, flours, pancakes.
Rich source of dietary fibres, proteins and resistant starch which keeps the gut healthy.","Jackfruit Seed Powder contains dietary fibre, Vitamin B-complex, lower the risk of heart disease, prevent constipation and promote weight, lowers blood sugar, promotes gut health. "
162,"Premium Raw Cashew flour -  Gluten-free, & Grain-free, Vegan, Paleo-friendly & Unroasted ",,,,,Rs. 714,,,,,,,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/738a_x360.jpg?v=1617207105,"Cashew flour is a popular in gluten-free alternative to white flour in  cooking and baking. It can easily be used in cookies, muffins, and quick breads. Cashew flour is already sweet by nature. It has delicious creamy and nutty taste. Fine ground to be a perfect wheat or gluten-free flour substitute.
Sourced from organically grown cashew farms of Northern Kerala and processed in a very traditional way. Vegan, dairy  & gluten free, Non- GMO, paleo, vegan. No preservatives, additives, flavours, chemicals added. ","Cashew Flour contains heart-healthy unsaturated fats, potassium, and magnesium. Helps lower cholesterol, diabetes, decrease the risk of strokes and heart, improves bone, hair, skin health. "
163,Finest quality Bamboo Rice (Moongil Rice) from Kerala,,,,,,,Rs. 584,,,,Rs. 584,,//cdn.shopify.com/s/files/1/0450/4161/5010/products/71r0qN_UJiL._SL1500__1_x360.jpg?v=1626263880,"Bamboo Rice is a Healthier and tastier rice alternative with a higher protein content than both rice and wheat. Forest Produce. Natural, unprocessed, contains no colour or other additives. 
Better option for diabetics patients due its low glycemic index than normal rice.","Bamboo Rice contains Vitamins B-6, C, A, high protein, aminoacids, calcium. Traditionally used to reduce joint pain, back pain and rheumatic pain owing to its calcium and phosphorous content."
164,Ginger Coffee Powder,,,,,Rs. 519,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/176a_1024x1024@2x.jpg?v=1617207005,"Ingredients: Dry Ginger Powder, Malabar Black Pepper Powder, Arabica Coffee Powder, Palm Jaggery Powder, Tulsi Powder, Coriander Powder, Long Pepper Powder, Cumin, Cardamom, Black Cardamom, Fenugreek and Salt
A traditional, Ayurvedic  healthy coffee of South India, made by brewing dry ginger with coffee powder, commonly used as a remedy for cough, sore throat, fever and indigestion. Directions to use: Add 1 teaspoon of Ginger Coffee Powder in a glass of water and boil for two minutes. Stir well and serve hot.","Ginger Coffee is an ayurvedic prepartion. Contains antioxidants, thiamine, Vitamin C. Help reduce joint pain, skin , digestive irritation, acid in the stomach, decrease congestion, ease nausea.
	


"
165,Lakadong Turmeric Latte Powder,,Rs. 519,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/32a_1024x1024@2x.jpg?v=1615826125,"Organic turmeric from Lakadong, Meghalaya, having the highest curcumin content of 7-8 %. 
 Mix with hot milk and honey for a good sleep inducing, cold reducing bed time drink.","Lakadong Turmeric Latte contains piperine, curcuminoids, eugenol, vitamin C. Aids sleep, works as anti-depressant, boost bone health. helps to improve immunity,  inflammation, joint pain and Improves memory and brain function."
166,Lakadong Turmeric Latte Powder,,Rs. 519,,Rs. 649,,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/32a_1024x1024@2x.jpg?v=1615826125,"Organic turmeric from Lakadong, Meghalaya, having the highest curcumin content of 7-8 %. 
 Mix with hot milk and honey for a good sleep inducing, cold reducing bed time drink.","Lakadong Turmeric Latte contains piperine, curcuminoids, eugenol, vitamin C. Aids sleep, works as anti-depressant, boost bone health. "
167,Tulsi Green Tea,Rs. 799,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/TulasiTea_1024x1024@2x.jpg?v=1624413929,"Organically grown, without pesticides and chemicals. One teaspoon of tea leaves to be boiled with one cup of water and had warm. Rich in anti-oxidants. 

","Tulsi Tea contains Vitamins A, C, K, iron, calcium. Aids  digestion, brain function, reduces respiratory issues, anxiety, increase fertility & dental health. Good for skin and immunity. 
"
168,Lavender Tea,Rs. 799,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/LavenderTea_530x530.jpg?v=1624415403,"Organically grown, without pesticides and chemicals. One teaspoon of tea leaves to be boiled with one cup of water and had warm. Rich in anti-oxidants. 

","Lavender Tea contains vitamin C, calcium, magnesium. Promotes sleep, improves skin health, boosts mood, and immune health, soothes anxiety"
169,White Tea  Leaves,Rs. 1169,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0450/4161/5010/products/Whitetea_530x530.jpg?v=1624382849,"White Tea is made from the unopened new tea leaves and  flower buds. Considered to be one the purest teas as it is minimally processed after harvest. Drink a cup or two to maintain good health and metabolism. 

","White Tea  contains caffeine & catechins, flavonoids, polyphenols.  Powerful  Anti-oxidant and anti-microbial. Lowers heart disease, carcinogens, diabetes.  May help lose weight & fight ageing. good for healthy skin & weight loss. "
